status,title,domain,priority_score,source_kind,current_path,planned_fixtures_path,duplicate_of,notes,catalog_domain,catalog_priority
duplicate,Software Engineering for Data Scientists v6 MEAP 2,software_engineering,0,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Software_Engineering_for_Data_Scientists_v6_MEAP_2.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Software_Engineering_for_Data_Scientists_v6_MEAP_2.pdf,Software Engineering for Data Scientists From Notebooks to,early_access; catalog_priority=0; deduplicated under preferred copy,skip,0
duplicate,"compressed (Studies in Systems Decision and Control 103) Li, Benkai: Lin, Xiaofeng: Song, Ruizhuo: Wei, Qinglai - Self-Learning Optimal Control of Nonlinear Systems : Adaptive Dynamic Programming Approach",algorithms,0,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/compressed_(Studies in Systems Decision and Control 103) Li, Benkai_ Lin, Xiaofeng_ Song, Ruizhuo_ Wei, Qinglai - Self-Learning Optimal Control of Nonlinear Systems _ Adaptive Dynamic Programming Approach.pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/compressed_(Studies in Systems Decision and Control 103) Li, Benkai_ Lin, Xiaofeng_ Song, Ruizhuo_ Wei, Qinglai - Self-Learning Optimal Control of Nonlinear Systems _ Adaptive Dynamic Programming Approach.pdf","Li, Benkai: Lin, Xiaofeng: Song, Ruizhuo: Wei, Qinglai - Self-Learning Optimal Control of Nonlinear Systems : Adaptive Dynamic Programming Approach",catalog_priority=0; deduplicated under preferred copy,skip,0
duplicate,functional programming,functional_programming,0,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Grokking_Functional_Programming (1).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Grokking_Functional_Programming (1).pdf,functional programming,catalog_priority=0; deduplicated under preferred copy,skip,0
filtered_early_access,Domain-Specific Languages Made Easy v8 MEAP,software_engineering,35,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Domain-Specific_Languages_Made_Easy_v8_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Domain-Specific_Languages_Made_Easy_v8_MEAP.pdf,,early_access; catalog_priority=35; not_in_curated_manifest,software_engineering,35
filtered_early_access,Optimization Algorithms v10 MEAP,algorithms,25,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Optimization_Algorithms_v10_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Optimization_Algorithms_v10_MEAP.pdf,,early_access; catalog_priority=25; not_in_curated_manifest,optimization,25
filtered_early_access,Optimization Algorithms v11 MEAP,algorithms,25,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Optimization_Algorithms_v11_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Optimization_Algorithms_v11_MEAP.pdf,,early_access; catalog_priority=25; not_in_curated_manifest,optimization,25
filtered_early_access,Optimization Algorithms v7 MEAP,algorithms,20,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Optimization_Algorithms_v7_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Optimization_Algorithms_v7_MEAP.pdf,,early_access; catalog_priority=20; not_in_curated_manifest,optimization,20
filtered_early_access,Optimization Algorithms v8 MEAP,algorithms,20,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Optimization_Algorithms_v8_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Optimization_Algorithms_v8_MEAP.pdf,,early_access; catalog_priority=20; not_in_curated_manifest,optimization,20
filtered_early_access,Optimization Algorithms v9 MEAP,algorithms,20,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Optimization_Algorithms_v9_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Optimization_Algorithms_v9_MEAP.pdf,,early_access; catalog_priority=20; not_in_curated_manifest,optimization,20
filtered_early_access,Software Design for Python Programmers v7 MEAP,software_engineering,20,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Software_Design_for_Python_Programmers_v7_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Software_Design_for_Python_Programmers_v7_MEAP.pdf,,early_access; catalog_priority=20; not_in_curated_manifest,software_engineering,20
filtered_early_access,Software Design for Python Programmers v8 MEAP,software_engineering,20,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Software_Design_for_Python_Programmers_v8_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Software_Design_for_Python_Programmers_v8_MEAP.pdf,,early_access; catalog_priority=20; not_in_curated_manifest,software_engineering,20
filtered_early_access,Software Design in Python v6 MEAP,software_engineering,20,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Software_Design_in_Python_v6_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Software_Design_in_Python_v6_MEAP.pdf,,early_access; catalog_priority=20; not_in_curated_manifest,software_engineering,20
filtered_early_access,Algorithms and Data Structures for Massi v8 MEAP,algorithms,15,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Algorithms_and_Data_Structures_for_Massi_v8_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Algorithms_and_Data_Structures_for_Massi_v8_MEAP.pdf,,early_access; catalog_priority=15; not_in_curated_manifest,algorithms,15
filtered_early_access,"Functional Programming in Scala, Second v4 MEAP",functional_programming,15,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Functional_Programming_in_Scala,_Second__v4_MEAP.pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Functional_Programming_in_Scala,_Second__v4_MEAP.pdf",,early_access; catalog_priority=15; not_in_curated_manifest,functional_programming,15
filtered_early_access,"Functional Programming in Scala, Second v5 MEAP",functional_programming,15,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Functional_Programming_in_Scala,_Second__v5_MEAP.pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Functional_Programming_in_Scala,_Second__v5_MEAP.pdf",,early_access; catalog_priority=15; not_in_curated_manifest,functional_programming,15
filtered_early_access,"Functional Programming in Scala, Second v6 MEAP",functional_programming,15,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Functional_Programming_in_Scala,_Second__v6_MEAP.pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Functional_Programming_in_Scala,_Second__v6_MEAP.pdf",,early_access; catalog_priority=15; not_in_curated_manifest,functional_programming,15
filtered_early_access,"Functional Programming in Scala, Second v7 MEAP",functional_programming,15,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Functional_Programming_in_Scala,_Second__v7_MEAP.pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Functional_Programming_in_Scala,_Second__v7_MEAP.pdf",,early_access; catalog_priority=15; not_in_curated_manifest,functional_programming,15
filtered_early_access,"Functional Programming in Scala, Second v8 MEAP",functional_programming,15,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Functional_Programming_in_Scala,_Second__v8_MEAP.pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Functional_Programming_in_Scala,_Second__v8_MEAP.pdf",,early_access; catalog_priority=15; not_in_curated_manifest,functional_programming,15
filtered_early_access,Geometry for Programmers v11 MEAP,software_engineering,15,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v11_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v11_MEAP.pdf,,early_access; catalog_priority=15; not_in_curated_manifest,topology_geometry,15
filtered_early_access,Geometry for Programmers v7 MEAP,software_engineering,15,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v7_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v7_MEAP.pdf,,early_access; catalog_priority=15; not_in_curated_manifest,topology_geometry,15
filtered_early_access,Geometry for Programmers v8 MEAP,software_engineering,15,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v8_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v8_MEAP.pdf,,early_access; catalog_priority=15; not_in_curated_manifest,topology_geometry,15
filtered_early_access,Geometry for Programmers v9 MEAP,software_engineering,15,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v9_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v9_MEAP.pdf,,early_access; catalog_priority=15; not_in_curated_manifest,topology_geometry,15
filtered_early_access,Graph Algorithms for Data Science v9 MEAP,algorithms,15,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Graph_Algorithms_for_Data_Science_v9_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Graph_Algorithms_for_Data_Science_v9_MEAP.pdf,,early_access; catalog_priority=15; not_in_curated_manifest,algorithms,15
filtered_early_access,Haskell Bookcamp v9 MEAP,functional_programming,15,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Haskell_Bookcamp_v9_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Haskell_Bookcamp_v9_MEAP.pdf,,early_access; catalog_priority=15; not_in_curated_manifest,functional_programming,15
filtered_early_access,Optimization Algorithms v5 MEAP,algorithms,15,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Optimization_Algorithms_v5_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Optimization_Algorithms_v5_MEAP.pdf,,early_access; catalog_priority=15; not_in_curated_manifest,optimization,15
filtered_early_access,Optimization Algorithms v6 MEAP,algorithms,15,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Optimization_Algorithms_v6_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Optimization_Algorithms_v6_MEAP.pdf,,early_access; catalog_priority=15; not_in_curated_manifest,optimization,15
filtered_early_access,Algorithms and Data Structures for Massi v7 MEAP,algorithms,10,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Algorithms_and_Data_Structures_for_Massi_v7_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Algorithms_and_Data_Structures_for_Massi_v7_MEAP.pdf,,early_access; catalog_priority=10; not_in_curated_manifest,algorithms,10
filtered_early_access,"Functional Programming in Scala, Second v2 MEAP",functional_programming,10,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Functional_Programming_in_Scala,_Second__v2_MEAP.pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Functional_Programming_in_Scala,_Second__v2_MEAP.pdf",,early_access; catalog_priority=10; not_in_curated_manifest,functional_programming,10
filtered_early_access,"Functional Programming in Scala, Second v3 MEAP",functional_programming,10,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/Functional_Programming_in_Scala,_Second__v3_MEAP.pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/Functional_Programming_in_Scala,_Second__v3_MEAP.pdf",,early_access; catalog_priority=10; not_in_curated_manifest,functional_programming,10
filtered_early_access,Geometry for Programmers v10 MEAP (2),software_engineering,10,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v10_MEAP (2).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v10_MEAP (2).pdf,,early_access; catalog_priority=10; not_in_curated_manifest,topology_geometry,10
filtered_early_access,Geometry for Programmers v5 MEAP,software_engineering,10,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v5_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v5_MEAP.pdf,,early_access; catalog_priority=10; not_in_curated_manifest,topology_geometry,10
filtered_early_access,Geometry for Programmers v6 MEAP,software_engineering,10,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v6_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v6_MEAP.pdf,,early_access; catalog_priority=10; not_in_curated_manifest,topology_geometry,10
filtered_early_access,Graph Algorithms for Data Science v8 MEAP,algorithms,10,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Graph_Algorithms_for_Data_Science_v8_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Graph_Algorithms_for_Data_Science_v8_MEAP.pdf,,early_access; catalog_priority=10; not_in_curated_manifest,algorithms,10
filtered_early_access,Haskell Bookcamp v5 MEAP,functional_programming,10,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Haskell_Bookcamp_v5_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Haskell_Bookcamp_v5_MEAP.pdf,,early_access; catalog_priority=10; not_in_curated_manifest,functional_programming,10
filtered_early_access,Haskell Bookcamp v6 MEAP,functional_programming,10,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Haskell_Bookcamp_v6_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Haskell_Bookcamp_v6_MEAP.pdf,,early_access; catalog_priority=10; not_in_curated_manifest,functional_programming,10
filtered_early_access,Haskell Bookcamp v8 MEAP,functional_programming,10,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Haskell_Bookcamp_v8_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Haskell_Bookcamp_v8_MEAP.pdf,,early_access; catalog_priority=10; not_in_curated_manifest,functional_programming,10
filtered_early_access,Optimization Algorithms v4 MEAP,algorithms,10,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Optimization_Algorithms_v4_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Optimization_Algorithms_v4_MEAP.pdf,,early_access; catalog_priority=10; not_in_curated_manifest,optimization,10
filtered_early_access,Publishing Python Packages v10 MEAP,software_engineering,10,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages_v10_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages_v10_MEAP.pdf,,early_access; catalog_priority=10; not_in_curated_manifest,software_engineering,10
filtered_early_access,Publishing Python Packages v6 MEAP,software_engineering,10,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages_v6_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages_v6_MEAP.pdf,,early_access; catalog_priority=10; not_in_curated_manifest,software_engineering,10
filtered_early_access,Publishing Python Packages v7 MEAP,software_engineering,10,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages_v7_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages_v7_MEAP.pdf,,early_access; catalog_priority=10; not_in_curated_manifest,software_engineering,10
filtered_early_access,Publishing Python Packages v8 MEAP,software_engineering,10,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages_v8_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages_v8_MEAP.pdf,,early_access; catalog_priority=10; not_in_curated_manifest,software_engineering,10
filtered_early_access,Publishing Python Packages v9 MEAP,software_engineering,10,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages_v9_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages_v9_MEAP.pdf,,early_access; catalog_priority=10; not_in_curated_manifest,software_engineering,10
filtered_early_access,Python Concurrency with asyncio v10 MEAP,software_engineering,10,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Python_Concurrency_with_asyncio_v10_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Python_Concurrency_with_asyncio_v10_MEAP.pdf,,early_access; catalog_priority=10; not_in_curated_manifest,software_engineering,10
filtered_early_access,Geometry for Programmers v1 MEAP,software_engineering,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v1_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v1_MEAP.pdf,,early_access; catalog_priority=5; not_in_curated_manifest,topology_geometry,5
filtered_early_access,Geometry for Programmers v2 MEAP,software_engineering,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v2_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v2_MEAP.pdf,,early_access; catalog_priority=5; not_in_curated_manifest,topology_geometry,5
filtered_early_access,Geometry for Programmers v3 MEAP,software_engineering,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v3_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v3_MEAP.pdf,,early_access; catalog_priority=5; not_in_curated_manifest,topology_geometry,5
filtered_early_access,Geometry for Programmers v4 MEAP,software_engineering,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v4_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v4_MEAP.pdf,,early_access; catalog_priority=5; not_in_curated_manifest,topology_geometry,5
filtered_early_access,Graph Algorithms for Data Science v2 MEAP,algorithms,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Graph_Algorithms_for_Data_Science_v2_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Graph_Algorithms_for_Data_Science_v2_MEAP.pdf,,early_access; catalog_priority=5; not_in_curated_manifest,algorithms,5
filtered_early_access,Graph Algorithms for Data Science v3 MEAP,algorithms,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Graph_Algorithms_for_Data_Science_v3_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Graph_Algorithms_for_Data_Science_v3_MEAP.pdf,,early_access; catalog_priority=5; not_in_curated_manifest,algorithms,5
filtered_early_access,Graph Algorithms for Data Science v4 MEAP,algorithms,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Graph_Algorithms_for_Data_Science_v4_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Graph_Algorithms_for_Data_Science_v4_MEAP.pdf,,early_access; catalog_priority=5; not_in_curated_manifest,algorithms,5
filtered_early_access,Graph Algorithms for Data Science v5 MEAP,algorithms,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Graph_Algorithms_for_Data_Science_v5_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Graph_Algorithms_for_Data_Science_v5_MEAP.pdf,,early_access; catalog_priority=5; not_in_curated_manifest,algorithms,5
filtered_early_access,Graph Algorithms for Data Science v6 MEAP,algorithms,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Graph_Algorithms_for_Data_Science_v6_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Graph_Algorithms_for_Data_Science_v6_MEAP.pdf,,early_access; catalog_priority=5; not_in_curated_manifest,algorithms,5
filtered_early_access,Publishing Python Packages v2 MEAP,software_engineering,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages_v2_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages_v2_MEAP.pdf,,early_access; catalog_priority=5; not_in_curated_manifest,software_engineering,5
filtered_early_access,Publishing Python Packages v3 MEAP,software_engineering,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages_v3_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages_v3_MEAP.pdf,,early_access; catalog_priority=5; not_in_curated_manifest,software_engineering,5
filtered_early_access,Publishing Python Packages v4 MEAP,software_engineering,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages_v4_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages_v4_MEAP.pdf,,early_access; catalog_priority=5; not_in_curated_manifest,software_engineering,5
filtered_early_access,Publishing Python Packages v5 MEAP,software_engineering,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages_v5_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Publishing_Python_Packages_v5_MEAP.pdf,,early_access; catalog_priority=5; not_in_curated_manifest,software_engineering,5
filtered_early_access,The Well-Grounded Python Developer v4 MEAP,software_engineering,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/The_Well-Grounded_Python_Developer_v4_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/The_Well-Grounded_Python_Developer_v4_MEAP.pdf,,early_access; catalog_priority=5; not_in_curated_manifest,software_engineering,5
filtered_early_access,The Well-Grounded Python Developer v5 MEAP,software_engineering,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/The_Well-Grounded_Python_Developer_v5_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/The_Well-Grounded_Python_Developer_v5_MEAP.pdf,,early_access; catalog_priority=5; not_in_curated_manifest,software_engineering,5
filtered_early_access,The Well-Grounded Python Developer v6 MEAP,software_engineering,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/The_Well-Grounded_Python_Developer_v6_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/The_Well-Grounded_Python_Developer_v6_MEAP.pdf,,early_access; catalog_priority=5; not_in_curated_manifest,software_engineering,5
filtered_early_access,The Well-Grounded Python Developer v7 MEAP,software_engineering,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/The_Well-Grounded_Python_Developer_v7_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/The_Well-Grounded_Python_Developer_v7_MEAP.pdf,,early_access; catalog_priority=5; not_in_curated_manifest,software_engineering,5
filtered_early_access,The Well-Grounded Python Developer v8 MEAP,software_engineering,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/The_Well-Grounded_Python_Developer_v8_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/The_Well-Grounded_Python_Developer_v8_MEAP.pdf,,early_access; catalog_priority=5; not_in_curated_manifest,software_engineering,5
filtered_early_access,The Well-Grounded Python Developer v9 MEAP,software_engineering,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/The_Well-Grounded_Python_Developer_v9_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/The_Well-Grounded_Python_Developer_v9_MEAP.pdf,,early_access; catalog_priority=5; not_in_curated_manifest,software_engineering,5
filtered_early_access,The Well-Grounded Python Developer v9 MEAP (1),software_engineering,5,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/The_Well-Grounded_Python_Developer_v9_MEAP (1).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/The_Well-Grounded_Python_Developer_v9_MEAP (1).pdf,,early_access; catalog_priority=5; not_in_curated_manifest,software_engineering,5
filtered_early_access,Geometry for Programmers v10 MEAP,software_engineering,0,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v10_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Geometry_for_Programmers_v10_MEAP.pdf,,early_access; catalog_priority=0; not_in_curated_manifest,skip,0
filtered_early_access,Graph Algorithms for Data Science v7 MEAP,algorithms,0,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Graph_Algorithms_for_Data_Science_v7_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Graph_Algorithms_for_Data_Science_v7_MEAP.pdf,,early_access; catalog_priority=0; not_in_curated_manifest,skip,0
filtered_early_access,Haskell Bookcamp v7 MEAP,functional_programming,0,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Haskell_Bookcamp_v7_MEAP.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Haskell_Bookcamp_v7_MEAP.pdf,,early_access; catalog_priority=0; not_in_curated_manifest,skip,0
filtered_excluded,sql leetcode complete guide 2025 PRINT,sql,55,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/sql_leetcode_complete_guide_2025_PRINT.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/sql_leetcode_complete_guide_2025_PRINT.pdf,,catalog_priority=55; not_in_curated_manifest,sql,55
filtered_excluded,"Adnan Aziz, Tsung-Hsien Lee, Amit Prakash - Elements of Programming Interviews in Python: The Insiders’ Guide-CreateSpace Independent Publishing Platform",software_engineering,50,repo_library,"/home/brandon_behring/Claude/research-kb/fixtures/library_books/(Elements of Programming Interviews) Adnan Aziz, Tsung-Hsien Lee, Amit Prakash - Elements of Programming Interviews in Python_ The Insiders’ Guide-CreateSpace Independent Publishing Platform (2016).pdf","/home/brandon_behring/Claude/research-kb/fixtures/library_books/(Elements of Programming Interviews) Adnan Aziz, Tsung-Hsien Lee, Amit Prakash - Elements of Programming Interviews in Python_ The Insiders’ Guide-CreateSpace Independent Publishing Platform (2016).pdf",,catalog_priority=50; not_in_curated_manifest,interview_prep,50
filtered_excluded,Computational Physics,software_engineering,45,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Gerson J Ferreira-Introduction to Computational Physics with examples in Julia programming language-self-published 2016.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Gerson J Ferreira-Introduction to Computational Physics with examples in Julia programming language-self-published 2016.pdf,,catalog_priority=45; not_in_curated_manifest,software_engineering,45
filtered_excluded,Cracking the Coding Interview: 189 Programming Questions and Solutions,software_engineering,45,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Gayle Laakmann McDowell - Cracking the Coding Interview_ 189 Programming Questions and Solutions-CareerCup (2015).pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Gayle Laakmann McDowell - Cracking the Coding Interview_ 189 Programming Questions and Solutions-CareerCup (2015).pdf,,catalog_priority=45; not_in_curated_manifest,interview_prep,45
filtered_excluded,sql leetcode guide 2025 digital,sql,45,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/sql_leetcode_guide_2025_digital.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/sql_leetcode_guide_2025_digital.pdf,,catalog_priority=45; not_in_curated_manifest,sql,45
filtered_excluded,Bhavin Parmar: Vipul Tankariya - AWS certified developer : associate guide : your one-stop solution to passing the AWS developers 2019 DVA-C01 certification 2019,software_engineering,40,repo_catalog,/media/brandon_behring/Extra_Space/books_backup_2026-03-14_1859/books/Bhavin Parmar_ Vipul Tankariya - AWS certified developer _ associate guide _ your one-stop solution to passing the AWS developers 2019 DVA-C01 certification 2019.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/Bhavin Parmar_ Vipul Tankariya - AWS certified developer _ associate guide _ your one-stop solution to passing the AWS developers 2019 DVA-C01 certification 2019.pdf,,catalog_priority=40; not_in_curated_manifest,software_engineering,40
filtered_excluded,ScalaByExample,functional_programming,40,repo_library,/home/brandon_behring/Claude/research-kb/fixtures/library_books/ScalaByExample.pdf,/home/brandon_behring/Claude/research-kb/fixtures/library_books/ScalaByExample.pdf,,catalog_priority=40; not_in_curated_manifest,functional_programming,40
